			
			
Samples (NCBI, JGI, MetaSub project)	Lat	Lon	Countries
SRR6399494	37.4594516	-122.1636314	United States of America
SRR6399495	30.63191974	104.0747304	China
SRR6399496	37.40988969	-122.1593497	United States of America
SRR6399497	37.5482697	-121.988572	United States of America
SRR6399498	37.3229978	-122.032183	United States of America
SRR6399499	37.7649039	-122.390318	United States of America
SRR6399500	37.5629917	-122.3255254	United States of America
SRR6399501	28.538634	77.151574	India
SRR6399502	37.5482697	-121.988572	United States of America
SRR6399503	37.3229978	-122.032183	United States of America
SRR6399504	37.7649039	-122.390318	United States of America
SRR6399505	37.7649039	-122.390318	United States of America
SRR6399506	37.40988969	-122.1593497	United States of America
SRR6399507	39.738968	-104.94227	United States of America
SRR6399508	51.17311515	-115.5629289	Canada
SRR6399509	37.40988969	-122.1593497	United States of America
SRR6399510	37.40988969	-122.1593497	United States of America
SRR6399511	37.40988969	-122.1593497	United States of America
SRR6399512	37.40988969	-122.1593497	United States of America
SRR6399513	37.40988969	-122.1593497	United States of America
SRR6399514	29.7604267	-95.3698028	United States of America
SRR6399515	37.7649039	-122.390318	United States of America
SRR6399516	37.3229978	-122.032183	United States of America
SRR6399517	28.538634	77.151574	India
SRR6399518	37.5629917	-122.3255254	United States of America
SRR6399519	37.40988969	-122.1593497	United States of America
SRR6399520	40.24783815	-75.58747128	United States of America
SRR6399521	37.5482697	-121.988572	United States of America
SRR6399522	37.40988969	-122.1593497	United States of America
SRR6399523	32.7556215	-97.3324061	United States of America
SRR6399524	37.40988969	-122.1593497	United States of America
SRR6399525	37.838438	-122.47933	United States of America
SRR6399526	37.40988969	-122.1593497	United States of America
SRR6399527	34.3637	-118.55116	United States of America
SRR6399528	32.711126	-117.168068	United States of America
SRR6399529	37.40988969	-122.1593497	United States of America
SRR6399530	39.4757191	-119.7786747	United States of America
SRR6399531	39.4757191	-119.7786747	United States of America
SRR6399532	37.40988969	-122.1593497	United States of America
SRR6399533	37.40988969	-122.1593497	United States of America
SRR6399534	37.40988969	-122.1593497	United States of America
SRR6399535	59.85625072	17.6406181	Sweden
SRR6399536	37.40988969	-122.1593497	United States of America
SRR6399537	52.08168161	0.18486226	United Kingdom
SRR6399538	37.4594516	-122.1636314	United States of America
SRR6399539	37.40988969	-122.1593497	United States of America
SRR6399540	37.40988969	-122.1593497	United States of America
SRR6399541	33.74226913	-116.4074047	United States of America
SRR6399542	40.47047872	-3.61728266	Spain
SRR6399544	37.40988969	-122.1593497	United States of America
SRR6399545	47.56139568	7.59124436	Switzerland
SRR6399546	48.53129375	9.03655463	Germany
SRR6399547	37.40988969	-122.1593497	United States of America
SRR6399548	37.40988969	-122.1593497	United States of America
SRR6399549	28.360866	-81.510296	United States of America
SRR6399550	37.40988969	-122.1593497	United States of America
SRR6399551	37.5629917	-122.3255254	United States of America
SRR6399552	37.40988969	-122.1593497	United States of America
SRR6399553	37.40988969	-122.1593497	United States of America
SRR6399554	36.6111478	-121.8589246	United States of America
SRR6399555	44.472239	-73.186661	United States of America
SRR6399556	37.40988969	-122.1593497	United States of America
SRR6399557	37.40988969	-122.1593497	United States of America
SRR6399558	40.743884	-73.983974	NA
SRR6399559	37.4594516	-122.1636314	United States of America
SRR6399560	37.40988969	-122.1593497	United States of America
SRR6399561	37.40988969	-122.1593497	United States of America
SRR6399562	38.99791635	-77.09885595	United States of America
SRR6399563	35.77493599	-78.63978259	United States of America
SRR6399564	37.40988969	-122.1593497	United States of America
SRR6399565	37.804	-121.939	United States of America
SRR6399566	37.4594516	-122.1636314	United States of America
SRR6399567	30.163287	120.19929	China
SRR6399568	37.40988969	-122.1593497	United States of America
SRR6399569	32.89389037	-117.2426647	United States of America
SRR6399570	32.7556215	-97.3324061	United States of America
SRR6399571	37.40988969	-122.1593497	United States of America
SRR6399572	32.89389037	-117.2426647	United States of America
SRR6399573	32.711126	-117.168068	United States of America
SRR6399574	41.75736384	-72.75577191	United States of America
SRR6399575	37.40988969	-122.1593497	United States of America
SRR6399576	37.40988969	-122.1593497	United States of America
SRR6399577	37.40988969	-122.1593497	United States of America
SRR6399578	34.3637	-118.55116	United States of America
SRR6399579	39.4757191	-119.7786747	United States of America
SRR6399580	41.30554102	-41.30554102	NA
SRR6399581	37.40988969	-122.1593497	United States of America
SRR6399582	29.948507	-90.066888	United States of America
SRR6399583	37.40988969	-122.1593497	United States of America
SRR6399584	32.887094	-117.24494	United States of America
SRR6399585	37.40988969	-122.1593497	United States of America
SRR6399587	37.40988969	-122.1593497	United States of America
SRR6399588	37.40988969	-122.1593497	United States of America
SRR6399589	37.40988969	-122.1593497	United States of America
SRR6399590	29.54834436	-95.09155932	United States of America
SRR6399591	37.4594516	-122.1636314	United States of America
SRR6399592	37.40988969	-122.1593497	United States of America
SRR6399593	37.40988969	-122.1593497	United States of America
SRR6399594	37.4594516	-122.1636314	United States of America
SRR6399595	37.40988969	-122.1593497	United States of America
SRR6399596	38.0498426	-84.50129234	United States of America
SRR6399597	49.28833882	-123.1124077	NA
SRR6399598	37.40988969	-122.1593497	United States of America
SRR6399599	37.4594516	-122.1636314	United States of America
SRR6399600	42.37213961	-71.12296395	United States of America
SRR6399601	39.28352897	-76.60172713	United States of America
SRR6399602	29.948507	-90.066888	United States of America
SRR6399603	37.40988969	-122.1593497	United States of America
SRR6399604	29.548344	-95.091559	United States of America
SRR6399605	37.40988969	-122.1593497	United States of America
SRR6399606	37.4594516	-122.1636314	United States of America
SRR6399607	43.686144	-86.385782	United States of America
SRR6399608	37.40988969	-122.1593497	United States of America
SRR6399609	37.40988969	-122.1593497	United States of America
SRR6399610	38.99791635	-77.09885595	United States of America
SRR6399611	49.370302	8.705762	Germany
SRR6399612	59.85625072	17.6406181	Sweden
SRR6399613	37.40988969	-122.1593497	United States of America
SRR6399614	40.858641	-73.467974	United States of America
SRR6399615	37.40988969	-122.1593497	United States of America
SRR6399616	37.40988969	-122.1593497	United States of America
SRR6399617	38.99791635	-77.09885595	United States of America
SRR6399618	37.40988969	-122.1593497	United States of America
SRR6399619	37.4594516	-122.1636314	United States of America
SRR6399620	37.40988969	-122.1593497	United States of America
SRR6399621	45.89293586	6.16788012	France
SRR6399622	37.4594516	-122.1636314	United States of America
SRR6399623	37.40988969	-122.1593497	United States of America
SRR6399624	37.40988969	-122.1593497	United States of America
SRR6399625	37.40988969	-122.1593497	United States of America
SRR6399626	37.40988969	-122.1593497	United States of America
SRR6399627	37.40988969	-122.1593497	United States of America
SRR6399628	37.40988969	-122.1593497	United States of America
SRR6399629	30.63191974	104.0747304	China
SRR6399630	40.00308734	-83.03707693	United States of America
SRR6399631	37.40988969	-122.1593497	United States of America
SRR6399632	51.17311515	-115.5629289	Canada
SRR6399633	41.510865	-81.60795	United States of America
SRR6399634	37.40988969	-122.1593497	United States of America
SRR6399635	37.40988969	-122.1593497	United States of America
SRR6399636	39.912205	-75.184206	United States of America
SRR6399637	37.40988969	-122.1593497	United States of America
SRR6399638	37.40988969	-122.1593497	United States of America
SRR6399639	39.4757191	-119.7786747	United States of America
SRR6399640	30.288269	-97.737009	United States of America
SRR6399641	37.40988969	-122.1593497	United States of America
SRR6399642	37.40988969	-122.1593497	United States of America
SRR6399643	37.40988969	-122.1593497	United States of America
SRR6399644	29.948507	-90.066888	United States of America
SRR6399645	37.40988969	-122.1593497	United States of America
SRR6399646	41.885664	-87.620795	United States of America
SRR6399647	39.343357	117.361648	China
SRR6399648	37.40988969	-122.1593497	United States of America
SRR6399649	37.40988969	-122.1593497	United States of America
SRR6399650	38.99791635	-77.09885595	United States of America
SRR6399651	41.385732	2.194804	Spain
SRR6399652	42.37213961	-71.12296395	United States of America
SRR6399653	40.24783815	-75.58747128	United States of America
SRR6399654	37.40988969	-122.1593497	United States of America
SRR6399655	37.4594516	-122.1636314	United States of America
SRR6399656	37.804	-121.939	United States of America
SRR6399657	37.40988969	-122.1593497	United States of America
SRR6399658	37.40988969	-122.1593497	United States of America
SRR6399659	37.4594516	-122.1636314	United States of America
SRR6399660	37.4594516	-122.1636314	United States of America
SRR6399661	38.99791635	77.09885595	China
SRR6399662	37.40988969	-122.1593497	United States of America
SRR6399663	37.40988969	-122.1593497	United States of America
SRR6399664	37.4594516	-122.1636314	United States of America
SRR6399665	37.40988969	-122.1593497	United States of America
SRR6399667	37.4594516	-122.1636314	United States of America
SRR6399669	39.182508	-120.132096	United States of America
SRR6399670	37.4594516	-122.1636314	United States of America
SRR6399671	37.7649039	-122.390318	United States of America
SRR6399672	37.40988969	-122.1593497	United States of America
SRR6399673	37.40988969	-122.1593497	United States of America
SRR6399674	37.40988969	-122.1593497	United States of America
SRR6399675	37.40988969	-122.1593497	United States of America
SRR6399676	41.75736384	-72.75577191	United States of America
SRR6399677	37.7649039	-122.390318	United States of America
SRR6399678	29.26963621	-94.82190697	NA
SRR6399679	37.40988969	-122.1593497	United States of America
SRR6399680	37.40988969	-122.1593497	United States of America
SRR6399681	37.5629917	-122.3255254	United States of America
SRR6399682	37.3229978	-122.032183	United States of America
SRR6399683	37.5482697	-121.988572	United States of America
SRR6399684	37.40988969	-122.1593497	United States of America
SRR6399685	40.743884	-73.983974	NA
SRR6399686	37.40988969	-122.1593497	United States of America
SRR6399687	37.7649039	-122.390318	United States of America
SRR6399689	37.5482697	-121.988572	United States of America
SRR6399690	37.3229978	-122.032183	United States of America
SRR6399691	37.40988969	-122.1593497	United States of America
SRR6399692	37.4594516	-122.1636314	United States of America
SRR6399693	43.686144	-86.385782	United States of America
SRR6399694	37.40988969	-122.1593497	United States of America
SRR6399695	42.473507	-71.606694	United States of America
SRR6399696	38.99791635	-77.09885595	United States of America
SRR6399697	37.40988969	-122.1593497	United States of America
SRR6399698	40.6760925	-75.2942097	United States of America
SRR6399699	37.40988969	-122.1593497	United States of America
SRR6399700	37.40988969	-122.1593497	United States of America
SRR6399701	40.100516	-75.461653	United States of America
SRR6399702	37.40988969	-122.1593497	United States of America
SRR6399703	32.7556215	-97.3324061	United States of America
SRR6399704	37.40988969	-122.1593497	United States of America
SRR6399705	37.40988969	-122.1593497	United States of America
SRR6399706	37.40988969	-122.1593497	United States of America
SRR6399707	29.26963621	-94.82190697	NA
SRR6399708	37.40988969	-122.1593497	United States of America
SRR6399709	37.40988969	-122.1593497	United States of America
SRR6399710	37.40988969	-122.1593497	United States of America
SRR6399711	37.40988969	-122.1593497	United States of America
SRR6399712	37.40988969	-122.1593497	United States of America
SRR6399713	39.343357	117.361648	China
SRR6399714	29.948507	-90.066888	United States of America
SRR6399715	37.40988969	-122.1593497	United States of America
SRR6399716	37.485215	-122.236355	United States of America
SRR6399717	41.385732	2.194804	Spain
SRR6399718	37.40988969	-122.1593497	United States of America
SRR6399719	37.40988969	-122.1593497	United States of America
SRR6399720	41.885664	-87.620795	United States of America
SRR6399721	37.485215	-122.236355	United States of America
SRR6399722	37.40988969	-122.1593497	United States of America
SRR6399723	37.40988969	-122.1593497	United States of America
SRR6399724	37.40988969	-122.1593497	United States of America
SRR6399725	32.711126	-117.168068	United States of America
SRR6399726	29.751062	-95.360168	United States of America
SRR6399727	37.40988969	-122.1593497	United States of America
SRR6399728	45.680806	-111.03612	United States of America
SRR6399729	37.40988969	-122.1593497	United States of America
SRR6399730	34.069287	-118.55116	United States of America
SRR6399731	37.40988969	-122.1593497	United States of America
SRR6399732	31.23039	121.473702	China
SRR6399733	37.40988969	-122.1593497	United States of America
SRR6399734	37.40988969	-122.1593497	United States of America
SRR6399735	37.40988969	-122.1593497	United States of America
SRR6399736	37.40988969	-122.1593497	United States of America
SRR6399737	37.40988969	-122.1593497	United States of America
SRR6399738	37.4594516	-122.1636314	United States of America
SRR6399739	49.370302	8.705762	Germany
SRR6399740	37.40988969	-122.1593497	United States of America
SRR6399741	45.89293586	6.16788012	France
SRR6399742	37.40988969	-122.1593497	United States of America
SRR6399743	37.40988969	-122.1593497	United States of America
SRR6399744	37.40988969	-122.1593497	United States of America
SRR6399745	37.40988969	-122.1593497	United States of America
SRR6399746	48.53129375	9.03655463	Germany
SRR6399747	33.74226913	-116.4074047	United States of America
SRR6399748	37.40988969	-122.1593497	United States of America
SRR6399749	26.70728299	-80.06406924	United States of America
SRR6399750	40.47047872	-3.61728266	Spain
SRR6399751	32.71074457	-117.169711	United States of America
SRR6399752	37.40988969	-122.1593497	United States of America
SRR6399753	42.37213961	-71.12296395	United States of America
SRR6399754	45.89283637	6.16846156	France
SRR6399755	40.24783815	-75.58747128	United States of America
SRR6399756	36.6111478	-121.8589246	United States of America
SRR6399757	37.40988969	-122.1593497	United States of America
SRR6399758	38.99791635	-77.09885595	United States of America
SRR6399759	41.75736384	-72.75577191	United States of America
SRR6399760	40.24783815	-75.58747128	United States of America
SRR6399761	37.40988969	-122.1593497	United States of America
SRR6399762	37.40988969	-122.1593497	United States of America
SRR6399763	41.75736384	-72.75577191	United States of America
SRR6399764	37.40988969	-122.1593497	United States of America
SRR6399765	37.40988969	-122.1593497	United States of America
SRR6399766	38.99791635	-77.09885595	United States of America
SRR6399767	37.40988969	-122.1593497	United States of America
SRR6399768	49.370302	8.705762	Germany
SRR6399769	39.4757191	-119.7786747	United States of America
SRR6399770	37.40988969	-122.1593497	United States of America
SRR6399771	37.40988969	-122.1593497	United States of America
SRR6399772	37.40988969	-122.1593497	United States of America
SRR6399773	39.912205	-75.184206	United States of America
SRR6399774	41.510865	-81.60795	United States of America
SRR6399775	40.858641	-73.467974	United States of America
SRR6399776	39.4757191	-119.7786747	United States of America
SRR6399777	37.40988969	-122.1593497	United States of America
SRR6399778	37.40988969	-122.1593497	United States of America
SRR6399779	37.40988969	-122.1593497	United States of America
SRR6399780	37.40988969	-122.1593497	United States of America
SRR6399781	37.40988969	-122.1593497	United States of America
SRR6399782	37.3229978	-122.032183	United States of America
SRR6399783	37.40988969	-122.1593497	United States of America
SRR6399784	40.7127837	-74.0059413	NA
SRR6399785	38.910689	77.045964	China
SRR6399786	37.40988969	-122.1593497	United States of America
SRR6399787	39.343357	117.361648	China
SRR6399788	37.5482697	-121.988572	United States of America
SRR6399789	37.40988969	-122.1593497	United States of America
SRR6399790	59.929823	10.727485	Norway
SRR6399791	39.343357	117.361648	China
SRR6399792	39.343357	117.361648	China
SRR6399793	24.880095	102.832891	China
SRR6399794	63.435912	10.406766	Norway
SRR6399795	30.63191974	104.0747304	China
SRR6399796	37.40988969	-122.1593497	United States of America
SRR6399797	34.069287	-118.4457	United States of America
SRR6399798	37.40988969	-122.1593497	United States of America
SRR6399799	31.23039	121.473702	China
SRR6399800	37.40988969	-122.1593497	United States of America
SRR6399801	37.40988969	-122.1593497	United States of America
SRR6399802	37.3229978	-122.032183	United States of America
SRR6399803	37.5629917	-122.3255254	United States of America
SRR6399804	49.370302	8.705762	Germany
SRR6399805	37.4594516	-122.1636314	United States of America
SRR6399806	37.40988969	-122.1593497	United States of America
SRR6399807	37.40988969	-122.1593497	United States of America
SRR6399808	38.99791635	-77.09885595	United States of America
SRR6399809	37.40988969	-122.1593497	United States of America
SRR6399810	37.40988969	-122.1593497	United States of America
SRR6399811	37.40988969	-122.1593497	United States of America
SRR6399812	40.24783815	-75.58747128	United States of America
SRR6399813	37.40988969	-122.1593497	United States of America
SRR6399814	37.40988969	-122.1593497	United States of America
SRR6399815	37.40988969	-122.1593497	United States of America
SRR6399816	37.40988969	-122.1593497	United States of America
SRR6399817	37.4594516	-122.1636314	United States of America
SRR6399818	37.40988969	-122.1593497	United States of America
SRR6399819	37.40988969	-122.1593497	United States of America
SRR6399820	29.751062	-95.360168	United States of America
SRR6399821	37.485215	-122.236355	United States of America
SRR6399822	37.40988969	-122.1593497	United States of America
SRR6399823	37.40988969	-122.1593497	United States of America
SRR6399824	39.4757191	-119.7786747	United States of America
SRR6399825	49.370302	8.705762	Germany
SRR6399826	40.858641	-73.467974	United States of America
SRR6399827	37.40988969	-122.1593497	United States of America
SRR6399829	37.40988969	-122.1593497	United States of America
SRR6399830	32.887094	-117.24494	United States of America
SRR6399831	29.7604267	-95.3698028	United States of America
SRR6399832	45.680806	-111.03612	United States of America
SRR6399833	-37.813628	144.963058	Australia
SRR6399834	37.535476	-122.74619	United States of America
SRR6399835	42.684997	-84.430224	United States of America
SRR6399836	37.40988969	-122.1593497	United States of America
SRR6399837	37.40988969	-122.1593497	United States of America
SRR6399838	37.5629917	-122.3255254	United States of America
SRR6399839	37.40988969	-122.1593497	United States of America
SRR6399840	37.485215	-122.236355	United States of America
SRR6399841	42.345926	-71.043346	United States of America
SRR6399842	37.485215	-122.236355	United States of America
SRR6399843	37.40988969	-122.1593497	United States of America
SRR6399844	37.40988969	-122.1593497	United States of America
SRR6399845	38.99791635	-77.09885595	United States of America
SRR6399846	37.40988969	-122.1593497	United States of America
SRR6399847	40.858641	-73.467974	United States of America
SRR6399848	38.99791635	-77.09885595	United States of America
SRR6399849	37.40988969	-122.1593497	United States of America
SRR6399850	49.370302	8.705762	Germany
SRR6399851	37.485215	-122.236355	United States of America
SRR6399852	37.40988969	-122.1593497	United States of America
SRR6399853	37.40988969	-122.1593497	United States of America
SRR6399854	37.40988969	-122.1593497	United States of America
SRR6399855	32.90161091	-117.2441403	United States of America
SRR6399856	37.40988969	-122.1593497	United States of America
SRR6399857	37.40988969	-122.1593497	United States of America
SRR6399858	37.4594516	-122.1636314	United States of America
SRR6399859	37.40988969	-122.1593497	United States of America
SRR6399860	29.26963621	-94.82190697	United States of America
SRR6399861	37.40988969	-122.1593497	United States of America
SRR6399862	32.7556215	-97.3324061	United States of America
SRR6399863	41.75736384	-72.75577191	United States of America
SRR6399864	40.100516	-75.461653	United States of America
SRR6399865	40.24783815	-75.58747128	United States of America
SRR6399866	41.75736384	-72.75577191	United States of America
SRR6399867	29.26963621	-94.82190697	United States of America
SRR6399868	37.40988969	-122.1593497	United States of America
SRR6399869	41.66315887	-91.54413738	United States of America
SRR6399870	37.40988969	-122.1593497	United States of America
SRR6399871	37.40988969	-122.1593497	United States of America
SRR6399872	63.435912	10.406766	Norway
SRR6399873	30.63191974	104.0747304	China
SRR6399874	39.343357	117.361648	China
SRR6399875	24.880095	102.832891	China
SRR6399876	59.929823	10.727485	Norway
SRR6399877	37.40988969	-122.1593497	United States of America
SRR6399878	51.17311515	-115.5629289	Canada
SRR6399879	37.5629917	-122.3255254	United States of America
SRR6399880	42.684997	-84.430224	United States of America
SRR6399881	37.40988969	-122.1593497	United States of America
SRR6399882	42.345926	-71.043346	United States of America
SRR6399883	42.37213961	-71.12296395	United States of America
SRR6399884	-37.813628	144.963058	Australia
SRR6399885	37.7649039	-122.390318	United States of America
SRR6399886	37.40988969	-122.1593497	United States of America
SRR6399887	38.99791635	-77.09885595	United States of America
SRR6399888	40.24783815	-75.58747128	United States of America
SRR6399889	37.5629917	-122.3255254	United States of America
SRR6399890	37.5482697	-121.988572	United States of America
SRR6399891	37.40988969	-122.1593497	United States of America
SRR6399892	37.4594516	-122.1636314	United States of America
SRR6399893	37.5629917	-122.3255254	United States of America
SRR6399894	37.40988969	-122.1593497	United States of America
SRR6399895	37.5482697	-121.988572	United States of America
SRR6399896	37.40988969	-122.1593497	United States of America
SRR6399897	37.4594516	-122.1636314	United States of America
SRR6399898	42.37213961	-71.12296395	United States of America
SRR6399899	39.28352897	-76.60172713	United States of America
SRR6399900	37.40988969	-122.1593497	United States of America
SRR6399901	37.40988969	-122.1593497	United States of America
SRR6399902	37.40988969	-122.1593497	United States of America
SRR6399903	37.40988969	-122.1593497	United States of America
SRR6399904	37.40988969	-122.1593497	United States of America
SRR6399905	39.182508	-120.132096	United States of America
SRR6399906	1.2933883	103.8595425	Singapore
SRR6399907	37.4594516	-122.1636314	United States of America
SRR6399908	37.40988969	-122.1593497	United States of America
SRR6399909	37.40988969	-122.1593497	United States of America
SRR6399910	37.4594516	-122.1636314	United States of America
SRR6399911	37.83655946	-122.4802193	United States of America
SRR6399912	37.40988969	-122.1593497	United States of America
SRR6399913	32.90161091	-117.2441403	United States of America
SRR6399914	37.4594516	-122.1636314	United States of America
SRR6399915	30.288269	-97.737009	United States of America
SRR6399917	37.40988969	-122.1593497	United States of America
SRR6399918	37.40988969	-122.1593497	United States of America
SRR6399919	37.40988969	-122.1593497	United States of America
SRR6399920	39.4757191	-119.7786747	United States of America
SRR6399921	37.40988969	-122.1593497	United States of America
SRR6399922	52.08168161	0.18486226	United Kingdom
SRR6399923	37.40988969	-122.1593497	United States of America
SRR6399924	37.40988969	-122.1593497	United States of America
SRR6399925	37.40988969	-122.1593497	United States of America
SRR6399926	37.40988969	-122.1593497	United States of America
SRR6399927	37.40988969	-122.1593497	United States of America
SRR6399928	37.40988969	-122.1593497	United States of America
SRR6399929	37.40988969	-122.1593497	United States of America
SRR6399930	37.40988969	-122.1593497	United States of America
SRR6399931	37.40988969	-122.1593497	United States of America
SRR6399932	37.40988969	-122.1593497	United States of America
SRR6399933	37.485215	-122.236355	United States of America
SRR6399934	47.56139568	7.59124436	Switzerland
SRR6399935	36.6111478	-121.8589246	United States of America
SRR6399936	37.40988969	-122.1593497	United States of America
SRR6399937	37.40988969	-122.1593497	United States of America
SRR6399938	37.40988969	-122.1593497	United States of America
SRR6399939	37.485215	-122.236355	United States of America
SRR6399940	37.40988969	-122.1593497	United States of America
SRR6399941	37.40988969	-122.1593497	United States of America
SRR6399942	42.473507	-71.606694	United States of America
SRR6399943	30.163287	120.19929	China
SRR6399944	30.163287	120.19929	China
SRR6399945	37.40988969	-122.1593497	United States of America
SRR6399946	44.472239	-73.186661	United States of America
SRR6399947	37.40988969	-122.1593497	United States of America
SRR6399948	37.40988969	-122.1593497	United States of America
SRR6399949	37.40988969	-122.1593497	United States of America
SRR6399950	28.360866	-81.510296	United States of America
SRR6399951	37.40988969	-122.1593497	United States of America
SRR6399952	40.24783815	-75.58747128	United States of America
SRR6399953	41.75736384	-72.75577191	United States of America
SRR6399954	41.75736384	-72.75577191	United States of America
SRR6399955	36.6111478	-121.8589246	United States of America
SRR6399956	37.40988969	-122.1593497	United States of America
SRR6399957	37.40988969	-122.1593497	United States of America
SRR6399958	37.40988969	-122.1593497	United States of America
SRR6399959	30.163287	120.19929	China
SRR6399960	32.2156971	-111.048771	United States of America
SRR6399961	38.99791635	-77.09885595	United States of America
SRR6399962	51.1439564	3.2453634	Belgium
SRR6399963	37.40988969	-122.1593497	United States of America
SRR6399964	37.4594516	-122.1636314	United States of America
SRR6399965	37.40988969	-122.1593497	United States of America
SRR6399966	38.53700901	143.9762657	NA
SRR6399967	37.40988969	-122.1593497	United States of America
SRR6399968	37.3229978	-122.032183	United States of America
SRR6399969	3.15327579	101.7150945	Malaysia
SRR6399970	37.4594516	-122.1636314	United States of America
SRR6399971	37.40988969	-122.1593497	United States of America
SRR6399972	30.63191974	104.0747304	China
SRR6399973	37.40988969	-122.1593497	United States of America
SRR6399974	37.40988969	-122.1593497	United States of America
SRR6399975	37.40988969	-122.1593497	United States of America
SRR6399976	37.40988969	-122.1593497	United States of America
SRR6399977	37.40988969	-122.1593497	United States of America
SRR6399978	37.40988969	-122.1593497	United States of America
SRR6399979	37.40988969	-122.1593497	United States of America
SRR6399980	37.40988969	-122.1593497	United States of America
SRR6399981	59.85625072	17.6406181	Sweden
SRR6399982	40.743884	-73.983974	United States of America
SRR6399983	38.99791635	-77.09885595	United States of America
SRR6399984	37.40988969	-122.1593497	United States of America
SRR6399985	32.887094	-117.24494	United States of America
SRR6399986	40.24783815	-75.58747128	United States of America
SRR6399987	40.6760925	-75.2942097	United States of America
SRR6399988	37.40988969	-122.1593497	United States of America
SRR6399989	37.4594516	-122.1636314	United States of America
SRR6399990	38.99791635	-77.09885595	United States of America
SRR6399991	37.40988969	-122.1593497	United States of America
SRR6399992	37.40988969	-122.1593497	United States of America
SRR6399993	37.40988969	-122.1593497	United States of America
SRR6399994	37.4594516	-122.1636314	United States of America
SRR6399995	37.40988969	-122.1593497	United States of America
SRR6399996	41.66315887	-91.54413738	United States of America
SRR6399997	37.40988969	-122.1593497	United States of America
SRR6399998	37.40988969	-122.1593497	United States of America
SRR6399999	37.40988969	-122.1593497	United States of America
SRR6400000	51.17311515	-115.5629289	Canada
SRR6400001	39.738968	-104.94227	United States of America
SRR6400002	37.40988969	-122.1593497	United States of America
SRR6400003	37.788407	-122.4068	United States of America
SRR6400004	37.40988969	-122.1593497	United States of America
SRR6400005	37.40988969	-122.1593497	United States of America
SRR6400006	37.40988969	-122.1593497	United States of America
SRR6400007	37.4594516	-122.1636314	United States of America
SRR6400008	37.40988969	-122.1593497	United States of America
SRR6400009	26.70728299	-80.06406924	United States of America
SRR6400010	37.40988969	-122.1593497	United States of America
SRR6400011	37.40988969	-122.1593497	United States of America
SRR6400012	37.40988969	-122.1593497	United States of America
SRR6400013	30.63191974	104.0747304	China
SRR6400014	37.4594516	-122.1636314	United States of America
SRR6400015	46.2182106	-119.2172538	United States of America
SRR6400016	40.00308734	-83.03707693	United States of America
SRR6400017	37.40988969	-122.1593497	United States of America
SRR6400018	36.6111478	-121.8589246	United States of America
SRR6400019	39.4757191	-119.7786747	United States of America
SRR6400020	37.40988969	-122.1593497	United States of America
SRR6400021	36.6111478	-121.8589246	United States of America
SRR6400022	36.6111478	-121.8589246	United States of America
SRR6400023	37.5629917	-122.3255254	United States of America
SRR6400024	37.40988969	-122.1593497	United States of America
SRR999205	32.711126	-117.168068	United States of America
SRR999206	32.711126	-117.168068	United States of America
SRR999207	32.711126	-117.168068	United States of America
SRR999208	32.711126	-117.168068	United States of America
SRR999209	32.711126	-117.168068	United States of America
SRR999210	32.711126	-117.168068	United States of America
SRR999211	32.711126	-117.168068	United States of America
SRR999212	32.711126	-117.168068	United States of America
SRR999213	40.743884	-73.983974	United States of America
SRR999215	40.743884	-73.983974	United States of America
SRR999217	40.743884	-73.983974	United States of America
SRR999219	40.743884	-73.983974	United States of America
SRR5381737	22.346142	113.588895	China
SRR5381739	22.216135	113.545919	China
SRR5423072	32.26	118.74	China
SRR5423071	32.26	118.74	China
SRR5422949	32.26	118.74	China
SRR5422913	32.26	118.74	China
SRR11517188	28.3858	77.3119	India
SRR11517189	28.3858	77.3119	India
SRR11517190	28.3858	77.3119	India
SRR11517191	28.3858	77.3119	India
SRR11517192	28.3858	77.3119	India
SRR11517193	1.3453	103.6797	Singapore
SRR11517194	1.3453	103.6797	Singapore
SRR11517195	1.3453	103.6797	Singapore
SRR11517196	1.3453	103.6797	Singapore
SRR11517197	1.3453	103.6797	Singapore
SRR11517198	1.3453	103.6797	Singapore
SRR11517199	1.3453	103.6797	Singapore
SRR11517200	1.3453	103.6797	Singapore
SRR11517201	28.3858	77.3119	India
SRR11517202	1.3453	103.6797	Singapore
SRR11517203	1.3453	103.6797	Singapore
SRR11517204	1.3453	103.6797	Singapore
SRR11517205	1.3453	103.6797	Singapore
SRR11517206	1.3453	103.6797	Singapore
SRR11517207	1.3453	103.6797	Singapore
SRR11517208	1.3453	103.6797	Singapore
SRR11517209	1.3453	103.6797	Singapore
SRR11517210	1.3453	103.6797	Singapore
SRR11517211	1.3453	103.6797	Singapore
SRR11517212	28.3858	77.3119	India
SRR11517213	1.3453	103.6797	Singapore
SRR11517214	1.3453	103.6797	Singapore
SRR11517215	1.3453	103.6797	Singapore
SRR11517216	1.3453	103.6797	Singapore
SRR11517217	1.3453	103.6797	Singapore
SRR11517218	1.3453	103.6797	Singapore
SRR11517219	29.4069	79.1275	India
SRR11517220	29.4069	79.1275	India
SRR11517221	29.4069	79.1275	India
SRR11517222	29.4069	79.1275	India
SRR11517223	28.3858	77.3119	India
SRR11517224	29.4069	79.1275	India
SRR11517225	29.4069	79.1275	India
SRR11517226	29.4069	79.1275	India
SRR11517227	29.4069	79.1275	India
SRR11517228	28.3858	77.3119	India
SRR11517229	28.3858	77.3119	India
