			
			
Samples (NCBI, JGI, MetaSub project)	Lat	Lon	Countries
SRR11517230	28.3858	77.3119	India
SRR11517231	28.3858	77.3119	India
SRR11517232	28.3858	77.3119	India
SRR11517233	28.3858	77.3119	India
SRR11517234	28.3858	77.3119	India
SRR11517235	28.3858	77.3119	India
SRR12170645	55.711	84.937	Russia
SRR12170646	55.711	84.937	Russia
SRR12170647	55.711	84.937	Russia
SRR12170648	55.711	84.937	Russia
SRR12170649	55.711	84.937	Russia
SRR12170650	55.711	84.937	Russia
SRR12170651	55.711	84.937	Russia
SRR12170652	55.711	84.937	Russia
SRR12170653	55.711	84.937	Russia
SRR12170654	55.711	84.937	Russia
SRR12170655	55.711	84.937	Russia
SRR12170656	55.711	84.937	Russia
SRR12170657	55.711	84.937	Russia
SRR12170658	55.711	84.937	Russia
SRR12170659	55.711	84.937	Russia
SRR12170660	55.711	84.937	Russia
SRR12170661	55.711	84.937	Russia
SRR12170662	55.711	84.937	Russia
SRR12170663	55.711	84.937	Russia
SRR12170664	55.711	84.937	Russia
SRR12170665	55.711	84.937	Russia
SRR12170666	55.711	84.937	Russia
SRR12170667	55.711	84.937	Russia
SRR12170668	55.711	84.937	Russia
SRR12170669	55.711	84.937	Russia
SRR12170670	55.711	84.937	Russia
SRR12170671	55.711	84.937	Russia
SRR12170672	55.711	84.937	Russia
SRR12170673	55.711	84.937	Russia
SRR12170674	55.711	84.937	Russia
SRR12170675	55.711	84.937	Russia
SRR12170676	55.711	84.937	Russia
SRR12170677	55.711	84.937	Russia
SRR12170678	55.711	84.937	Russia
SRR12170679	55.711	84.937	Russia
SRR12170680	55.711	84.937	Russia
SRR12170681	55.711	84.937	Russia
SRR12170682	55.711	84.937	Russia
SRR12170683	55.711	84.937	Russia
SRR12170684	55.711	84.937	Russia
SRR12170685	55.711	84.937	Russia
SRR12170686	55.711	84.937	Russia
SRR12170687	55.711	84.937	Russia
SRR12170688	55.711	84.937	Russia
SRR12170690	55.711	84.937	Russia
SRR12170691	55.711	84.937	Russia
SRR12170692	55.711	84.937	Russia
SRR12170693	55.711	84.937	Russia
SRR12170694	55.711	84.937	Russia
SRR12170695	55.711	84.937	Russia
SRR12170696	55.711	84.937	Russia
SRR12170697	55.711	84.937	Russia
SRR12170698	55.711	84.937	Russia
SRR12170699	55.711	84.937	Russia
SRR12170700	55.711	84.937	Russia
SRR12170702	55.711	84.937	Russia
SRR12170703	55.711	84.937	Russia
SRR12170704	55.711	84.937	Russia
SRR12170705	55.711	84.937	Russia
SRR12170689	55.711	84.937	Russia
SRR12170701	55.711	84.937	Russia
SRR20930612	32.28	118.88	China
SRR20930613	32.28	118.88	China
SRR20930614	32.28	118.88	China
SRR20930615	32.28	118.88	China
SRR20930616	32.28	118.88	China
SRR20930617	32.28	118.88	China
SRR20284989	23.65	113.63	China
SRR20284990	23.65	113.63	China
SRR20284991	28.21	86.59	China
SRR20284992	42.4	128.4	China
SRR20284993	28.21	86.59	China
SRR20284994	28.21	86.59	China
SRR20284995	28.21	86.59	China
SRR20284996	32.06	118.12	China
SRR20284997	32.06	118.12	China
SRR20284998	32.06	118.12	China
SRR20284999	32.06	118.12	China
SRR20285000	32.06	118.12	China
SRR20285001	36.29	100.12	China
SRR20285002	36.29	100.12	China
SRR20285003	42.4	128.4	China
SRR20285004	36.29	100.12	China
SRR20285005	36.29	100.12	China
SRR20285006	23.15	113.4	China
SRR20285007	23.15	113.4	China
SRR20285008	23.15	113.4	China
SRR20285009	23.15	113.4	China
SRR20285010	23.15	113.4	China
SRR20285011	16.75	100.5	Thailand
SRR20285012	16.75	100.5	Thailand
SRR20285013	16.75	100.5	Thailand
SRR20285014	42.4	128.4	China
SRR20285015	16.75	100.5	Thailand
SRR20285016	39.99	116.4	China
SRR20285017	39.99	116.4	China
SRR20285018	39.99	116.4	China
SRR20285019	39.99	116.4	China
SRR20285020	39.99	116.4	China
SRR20285021	32.12	118.46	China
SRR20285022	32.12	118.46	China
SRR20285023	32.12	118.46	China
SRR20285024	32.12	118.46	China
SRR20285025	42.4	128.4	China
SRR20285026	32.12	118.46	China
SRR20285027	6.01	102.46	NA
SRR20285028	6.01	102.46	NA
SRR20285029	6.01	102.46	NA
SRR20285031	32.12	118.46	China
SRR20285032	32.12	118.46	China
SRR20285033	32.12	118.46	China
SRR20285035	32.12	118.46	China
SRR20285036	24.53	101.02	China
SRR20285037	22.12	114.18	China
SRR20285038	22.12	114.18	China
SRR20285039	22.12	114.18	China
SRR20285040	22.12	114.18	China
SRR20285041	23.15	113.4	China
SRR20285042	23.15	113.4	China
SRR20285043	23.15	113.4	China
SRR20285044	23.15	113.4	China
SRR20285045	39.99	116.4	China
SRR20285046	39.99	116.4	China
SRR20285047	24.53	101.02	China
SRR20285048	39.99	116.4	China
SRR20285049	39.99	116.4	China
SRR20285050	39.99	116.4	China
SRR20285051	22.12	114.18	China
SRR20285052	22.12	114.18	China
SRR20285053	22.12	114.18	China
SRR20285054	22.12	114.18	China
SRR20285055	23.15	113.4	China
SRR20285056	23.15	113.4	China
SRR20285057	23.15	113.4	China
SRR20285058	24.53	101.02	China
SRR20285059	24.53	101.02	China
SRR20285030	6.01	102.46	Malaisia
SRR20285034	32.12	118.46	China
SRR7755922	1.3453	103.6797	Singapore
SRR7755923	1.3453	103.6797	Singapore
SRR7755924	1.3453	103.6797	Singapore
SRR7755925	1.3453	103.6797	Singapore
SRR7755926	1.3453	103.6797	Singapore
SRR7755927	1.3453	103.6797	Singapore
SRR7755928	1.3453	103.6797	Singapore
SRR7755929	1.3453	103.6797	Singapore
SRR7755930	1.3453	103.6797	Singapore
SRR7755931	1.3453	103.6797	Singapore
SRR7755932	1.3453	103.6797	Singapore
SRR7755933	1.3453	103.6797	Singapore
SRR7755934	1.3453	103.6797	Singapore
SRR7755935	1.3453	103.6797	Singapore
SRR7755936	1.3453	103.6797	Singapore
SRR7755937	1.3453	103.6797	Singapore
SRR7755938	1.3453	103.6797	Singapore
SRR7755939	1.3453	103.6797	Singapore
SRR7755940	1.3453	103.6797	Singapore
SRR7755941	1.3453	103.6797	Singapore
SRR7755942	1.3453	103.6797	Singapore
SRR7755943	1.3453	103.6797	Singapore
SRR7755944	1.3453	103.6797	Singapore
SRR7755945	1.3453	103.6797	Singapore
SRR7755946	1.3453	103.6797	Singapore
SRR7755947	1.3453	103.6797	Singapore
SRR7755948	1.3453	103.6797	Singapore
SRR7755949	1.3453	103.6797	Singapore
SRR7755950	1.3453	103.6797	Singapore
SRR7755951	1.3453	103.6797	Singapore
SRR7755952	1.3453	103.6797	Singapore
SRR7755953	1.3453	103.6797	Singapore
SRR7755954	1.3453	103.6797	Singapore
SRR7755955	1.3453	103.6797	Singapore
SRR7755956	1.3453	103.6797	Singapore
SRR7755957	1.3453	103.6797	Singapore
SRR7755958	1.3453	103.6797	Singapore
SRR7755959	1.3453	103.6797	Singapore
SRR7755960	1.3453	103.6797	Singapore
SRR7755961	1.3453	103.6797	Singapore
SRR7755962	1.3453	103.6797	Singapore
SRR7755963	1.3453	103.6797	Singapore
SRR7755964	1.3453	103.6797	Singapore
SRR7755965	1.3453	103.6797	Singapore
SRR7755966	1.3453	103.6797	Singapore
SRR7755967	1.3453	103.6797	Singapore
SRR7755968	1.3453	103.6797	Singapore
SRR7755969	1.3453	103.6797	Singapore
SRR7755970	1.3453	103.6797	Singapore
SRR7755971	1.3453	103.6797	Singapore
SRR7755972	1.3453	103.6797	Singapore
SRR7755973	1.3453	103.6797	Singapore
SRR7755974	1.3453	103.6797	Singapore
SRR7755975	1.3453	103.6797	Singapore
SRR7755976	1.3453	103.6797	Singapore
SRR7755977	1.3453	103.6797	Singapore
SRR7755978	1.3453	103.6797	Singapore
SRR7755979	1.3453	103.6797	Singapore
SRR7755980	1.3453	103.6797	Singapore
SRR7755981	1.3453	103.6797	Singapore
SRR7755982	1.3453	103.6797	Singapore
SRR7755983	1.3453	103.6797	Singapore
SRR7755984	1.3453	103.6797	Singapore
SRR7755985	1.3453	103.6797	Singapore
SRR7755986	1.3453	103.6797	Singapore
SRR7755987	1.3453	103.6797	Singapore
SRR7755988	1.3453	103.6797	Singapore
SRR7755989	1.3453	103.6797	Singapore
SRR7755990	1.3453	103.6797	Singapore
SRR7755991	1.3453	103.6797	Singapore
SRR7755992	1.3453	103.6797	Singapore
SRR7755993	1.3453	103.6797	Singapore
SRR7755994	1.3453	103.6797	Singapore
SRR7755995	1.3453	103.6797	Singapore
SRR7755996	1.3453	103.6797	Singapore
SRR7755997	1.3453	103.6797	Singapore
SRR7755998	1.3453	103.6797	Singapore
SRR7755999	1.3453	103.6797	Singapore
SRR7756000	1.3453	103.6797	Singapore
SRR7756001	1.3453	103.6797	Singapore
SRR7756002	1.3453	103.6797	Singapore
SRR7756003	1.3453	103.6797	Singapore
SRR7756004	1.3453	103.6797	Singapore
SRR7756005	1.3453	103.6797	Singapore
SRR7756006	1.3453	103.6797	Singapore
SRR7756007	1.3453	103.6797	Singapore
SRR7756008	1.3453	103.6797	Singapore
SRR7756009	1.3453	103.6797	Singapore
SRR7756010	1.3453	103.6797	Singapore
SRR7756011	1.3453	103.6797	Singapore
SRR7756012	1.3453	103.6797	Singapore
SRR7756013	1.3453	103.6797	Singapore
SRR7756014	1.3453	103.6797	Singapore
SRR7756015	1.3453	103.6797	Singapore
SRR7756016	1.3453	103.6797	Singapore
SRR7756017	1.3453	103.6797	Singapore
SRR7756018	1.3453	103.6797	Singapore
SRR7756019	1.3453	103.6797	Singapore
SRR7756020	1.3453	103.6797	Singapore
SRR7756021	1.3453	103.6797	Singapore
SRR7756022	1.3453	103.6797	Singapore
SRR7756023	1.3453	103.6797	Singapore
SRR7756024	1.3453	103.6797	Singapore
SRR7756025	1.3453	103.6797	Singapore
SRR7756026	1.3453	103.6797	Singapore
SRR7756027	1.3453	103.6797	Singapore
SRR7756028	1.3453	103.6797	Singapore
SRR7756029	1.3453	103.6797	Singapore
SRR7756030	1.3453	103.6797	Singapore
SRR7756031	1.3453	103.6797	Singapore
SRR7756032	1.3453	103.6797	Singapore
SRR7756033	1.3453	103.6797	Singapore
SRR7756034	1.3453	103.6797	Singapore
SRR7756035	1.3453	103.6797	Singapore
SRR7756036	1.3453	103.6797	Singapore
SRR7756037	1.3453	103.6797	Singapore
SRR7756038	1.3453	103.6797	Singapore
SRR7756039	1.3453	103.6797	Singapore
SRR7756040	1.3453	103.6797	Singapore
SRR7756041	1.3453	103.6797	Singapore
SRR7756042	1.3453	103.6797	Singapore
SRR7756043	1.3453	103.6797	Singapore
SRR7756044	1.3453	103.6797	Singapore
SRR7756045	1.3453	103.6797	Singapore
SRR7756046	1.3453	103.6797	Singapore
SRR7756047	1.3453	103.6797	Singapore
SRR7756048	1.3453	103.6797	Singapore
SRR7756049	1.3453	103.6797	Singapore
SRR7756050	1.3453	103.6797	Singapore
SRR7756051	1.3453	103.6797	Singapore
SRR7756052	1.3453	103.6797	Singapore
SRR7756053	1.3453	103.6797	Singapore
SRR7756054	1.3453	103.6797	Singapore
SRR7756055	1.3453	103.6797	Singapore
SRR7756056	1.3453	103.6797	Singapore
SRR7756057	1.3453	103.6797	Singapore
SRR7756058	1.3453	103.6797	Singapore
SRR7756059	1.3453	103.6797	Singapore
SRR7756060	1.3453	103.6797	Singapore
SRR7756061	1.3453	103.6797	Singapore
SRR7756062	1.3453	103.6797	Singapore
SRR7756063	1.3453	103.6797	Singapore
SRR7756064	1.3453	103.6797	Singapore
SRR7756065	1.3453	103.6797	Singapore
SRR7756066	1.3453	103.6797	Singapore
SRR7756067	1.3453	103.6797	Singapore
SRR7756068	1.3453	103.6797	Singapore
SRR7756069	1.3453	103.6797	Singapore
SRR7756070	1.3453	103.6797	Singapore
SRR7756071	1.3453	103.6797	Singapore
SRR7756072	1.3453	103.6797	Singapore
SRR7756073	1.3453	103.6797	Singapore
SRR7756074	1.3453	103.6797	Singapore
SRR7756075	1.3453	103.6797	Singapore
SRR7756076	1.3453	103.6797	Singapore
SRR7756077	1.3453	103.6797	Singapore
SRR7756078	1.3453	103.6797	Singapore
SRR7756079	1.3453	103.6797	Singapore
SRR7756080	1.3453	103.6797	Singapore
SRR7756081	1.3453	103.6797	Singapore
SRR7756082	1.3453	103.6797	Singapore
SRR7756083	1.3453	103.6797	Singapore
SRR7756084	1.3453	103.6797	Singapore
SRR7756085	1.3453	103.6797	Singapore
SRR7756086	1.3453	103.6797	Singapore
SRR7756087	1.3453	103.6797	Singapore
SRR7756088	1.3453	103.6797	Singapore
SRR7756089	1.3453	103.6797	Singapore
SRR7756090	1.3453	103.6797	Singapore
SRR7756091	1.3453	103.6797	Singapore
SRR7756092	1.3453	103.6797	Singapore
SRR7756093	1.3453	103.6797	Singapore
SRR7756094	1.3453	103.6797	Singapore
SRR7756095	1.3453	103.6797	Singapore
SRR7756096	1.3453	103.6797	Singapore
SRR7756097	1.3453	103.6797	Singapore
SRR7756098	1.3453	103.6797	Singapore
SRR7756099	1.3453	103.6797	Singapore
SRR7756100	1.3453	103.6797	Singapore
SRR7756101	1.3453	103.6797	Singapore
SRR7756102	1.3453	103.6797	Singapore
SRR7756103	1.3453	103.6797	Singapore
SRR7756104	1.3453	103.6797	Singapore
SRR7756105	1.3453	103.6797	Singapore
SRR7756106	1.3453	103.6797	Singapore
SRR7756107	1.3453	103.6797	Singapore
SRR7756108	1.3453	103.6797	Singapore
SRR7756109	1.3453	103.6797	Singapore
SRR7756110	1.3453	103.6797	Singapore
SRR7756111	1.3453	103.6797	Singapore
SRR7756112	1.3453	103.6797	Singapore
SRR7756113	1.3453	103.6797	Singapore
SRR7756114	1.3453	103.6797	Singapore
SRR7756115	1.3453	103.6797	Singapore
SRR7756116	1.3453	103.6797	Singapore
SRR7756117	1.3453	103.6797	Singapore
SRR7756118	1.3453	103.6797	Singapore
SRR7756119	1.3453	103.6797	Singapore
SRR7756120	1.3453	103.6797	Singapore
SRR7756121	1.3453	103.6797	Singapore
SRR7756122	1.3453	103.6797	Singapore
SRR7756123	1.3453	103.6797	Singapore
SRR7756124	1.3453	103.6797	Singapore
SRR7756125	1.3453	103.6797	Singapore
SRR7756126	1.3453	103.6797	Singapore
SRR7756127	1.3453	103.6797	Singapore
SRR7756128	1.3453	103.6797	Singapore
SRR7756129	1.3453	103.6797	Singapore
SRR7756130	1.3453	103.6797	Singapore
SRR7756131	1.3453	103.6797	Singapore
SRR7756132	1.3453	103.6797	Singapore
SRR7756133	1.3453	103.6797	Singapore
SRR7756134	1.3453	103.6797	Singapore
SRR7756135	1.3453	103.6797	Singapore
SRR7756136	1.3453	103.6797	Singapore
SRR7756137	1.3453	103.6797	Singapore
SRR7756138	1.3453	103.6797	Singapore
SRR7756139	1.3453	103.6797	Singapore
SRR7756140	1.3453	103.6797	Singapore
SRR7756141	1.3453	103.6797	Singapore
SRR7756142	1.3453	103.6797	Singapore
SRR7756143	1.3453	103.6797	Singapore
SRR7756144	1.3453	103.6797	Singapore
SRR7756145	1.3453	103.6797	Singapore
SRR7756146	1.3453	103.6797	Singapore
SRR7756147	1.3453	103.6797	Singapore
SRR7756148	1.3453	103.6797	Singapore
SRR7756149	1.3453	103.6797	Singapore
SRR7756150	1.3453	103.6797	Singapore
SRR7756151	1.3453	103.6797	Singapore
SRR7756152	1.3453	103.6797	Singapore
SRR7756153	1.3453	103.6797	Singapore
SRR7756154	1.3453	103.6797	Singapore
SRR7756155	1.3453	103.6797	Singapore
SRR7756156	1.3453	103.6797	Singapore
SRR7756157	1.3453	103.6797	Singapore
SRR7756158	1.3453	103.6797	Singapore
SRR7756159	1.3453	103.6797	Singapore
SRR7756160	1.3453	103.6797	Singapore
SRR7756161	1.3453	103.6797	Singapore
SRR7756162	1.3453	103.6797	Singapore
SRR7756163	1.3453	103.6797	Singapore
SRR7756164	1.3453	103.6797	Singapore
SRR7756165	1.3453	103.6797	Singapore
SRR7756166	1.3453	103.6797	Singapore
SRR7756167	1.3453	103.6797	Singapore
SRR7756168	1.3453	103.6797	Singapore
SRR7756169	1.3453	103.6797	Singapore
SRR7756170	1.3453	103.6797	Singapore
SRR7756171	1.3453	103.6797	Singapore
SRR7756172	1.3453	103.6797	Singapore
SRR7756173	1.3453	103.6797	Singapore
SRR7756174	1.3453	103.6797	Singapore
SRR7756175	1.3453	103.6797	Singapore
SRR7756176	1.3453	103.6797	Singapore
SRR7756177	1.3453	103.6797	Singapore
SRR7756178	1.3453	103.6797	Singapore
SRR7756179	1.3453	103.6797	Singapore
SRR7756180	1.3453	103.6797	Singapore
SRR7756181	1.3453	103.6797	Singapore
SRR7756182	1.3453	103.6797	Singapore
SRR7756183	1.3453	103.6797	Singapore
SRR7756184	1.3453	103.6797	Singapore
SRR7756185	1.3453	103.6797	Singapore
SRR7756186	1.3453	103.6797	Singapore
SRR7756187	1.3453	103.6797	Singapore
SRR7756188	1.3453	103.6797	Singapore
SRR7756189	1.3453	103.6797	Singapore
SRR7756190	1.3453	103.6797	Singapore
SRR7756191	1.3453	103.6797	Singapore
SRR7756192	1.3453	103.6797	Singapore
SRR7756193	1.3453	103.6797	Singapore
SRR7756194	1.3453	103.6797	Singapore
SRR7756195	1.3453	103.6797	Singapore
SRR7756196	1.3453	103.6797	Singapore
SRR7756197	1.3453	103.6797	Singapore
SRR7756198	1.3453	103.6797	Singapore
SRR7756199	1.3453	103.6797	Singapore
SRR7756200	1.3453	103.6797	Singapore
SRR7756201	1.3453	103.6797	Singapore
SRR7756202	1.3453	103.6797	Singapore
SRR7756203	1.3453	103.6797	Singapore
SRR7756204	1.3453	103.6797	Singapore
SRR7756205	1.3453	103.6797	Singapore
SRR7756206	1.3453	103.6797	Singapore
SRR7756207	1.3453	103.6797	Singapore
SRR7756208	1.3453	103.6797	Singapore
SRR7756209	1.3453	103.6797	Singapore
SRR7756210	1.3453	103.6797	Singapore
SRR7756211	1.3453	103.6797	Singapore
SRR7756212	1.3453	103.6797	Singapore
SRR7756213	1.3453	103.6797	Singapore
SRR7756214	1.3453	103.6797	Singapore
SRR7756215	1.3453	103.6797	Singapore
SRR7756216	1.3453	103.6797	Singapore
SRR7756217	1.3453	103.6797	Singapore
SRR7756218	1.3453	103.6797	Singapore
SRR7756219	1.3453	103.6797	Singapore
SRR7756220	1.3453	103.6797	Singapore
SRR7756221	1.3453	103.6797	Singapore
SRR7756222	1.3453	103.6797	Singapore
SRR7756223	1.3453	103.6797	Singapore
SRR7756224	1.3453	103.6797	Singapore
SRR7756225	1.3453	103.6797	Singapore
SRR7756226	1.3453	103.6797	Singapore
SRR7756227	1.3453	103.6797	Singapore
SRR7756228	1.3453	103.6797	Singapore
SRR7756229	1.3453	103.6797	Singapore
SRR7756230	1.3453	103.6797	Singapore
SRR7756231	1.3453	103.6797	Singapore
SRR7756232	1.3453	103.6797	Singapore
SRR7756233	1.3453	103.6797	Singapore
SRR7756234	1.3453	103.6797	Singapore
SRR7756235	1.3453	103.6797	Singapore
SRR7756236	1.3453	103.6797	Singapore
SRR7756237	1.3453	103.6797	Singapore
SRR7756238	1.3453	103.6797	Singapore
SRR7756239	1.3453	103.6797	Singapore
SRR7756240	1.3453	103.6797	Singapore
SRR7756241	1.3453	103.6797	Singapore
SRR7756242	1.3453	103.6797	Singapore
SRR7756243	1.3453	103.6797	Singapore
SRR7756244	1.3453	103.6797	Singapore
SRR7756245	1.3453	103.6797	Singapore
SRR7756246	1.3453	103.6797	Singapore
SRR7756247	1.3453	103.6797	Singapore
SRR7756248	1.3453	103.6797	Singapore
SRR7756249	1.3453	103.6797	Singapore
SRR7756250	1.3453	103.6797	Singapore
SRR7756251	1.3453	103.6797	Singapore
SRR7756252	1.3453	103.6797	Singapore
SRR7756253	1.3453	103.6797	Singapore
SRR7756254	1.3453	103.6797	Singapore
SRR7756255	1.3453	103.6797	Singapore
SRR7756256	1.3453	103.6797	Singapore
SRR7756257	1.3453	103.6797	Singapore
SRR7756258	1.3453	103.6797	Singapore
SRR7756259	1.3453	103.6797	Singapore
SRR7756260	1.3453	103.6797	Singapore
SRR7756261	1.3453	103.6797	Singapore
SRR7756262	1.3453	103.6797	Singapore
SRR7756263	1.3453	103.6797	Singapore
SRR7756264	1.3453	103.6797	Singapore
SRR7756265	1.3453	103.6797	Singapore
SRR7756266	1.3453	103.6797	Singapore
SRR7756267	1.3453	103.6797	Singapore
SRR7756268	1.3453	103.6797	Singapore
SRR7756269	1.3453	103.6797	Singapore
SRR7756270	1.3453	103.6797	Singapore
SRR7756271	1.3453	103.6797	Singapore
SRR7756272	1.3453	103.6797	Singapore
SRR7756273	1.3453	103.6797	Singapore
SRR7756274	1.3453	103.6797	Singapore
SRR7756275	1.3453	103.6797	Singapore
SRR7756276	1.3453	103.6797	Singapore
SRR7756277	1.3453	103.6797	Singapore
SRR7756278	1.3453	103.6797	Singapore
SRR7756279	1.3453	103.6797	Singapore
SRR7756280	1.3453	103.6797	Singapore
SRR7756281	1.3453	103.6797	Singapore
SRR7756282	1.3453	103.6797	Singapore
SRR7756283	1.3453	103.6797	Singapore
SRR7756284	1.3453	103.6797	Singapore
SRR7756285	1.3453	103.6797	Singapore
SRR7756286	1.3453	103.6797	Singapore
SRR7756287	1.3453	103.6797	Singapore
SRR7756288	1.3453	103.6797	Singapore
SRR7756289	1.3453	103.6797	Singapore
SRR7756290	1.3453	103.6797	Singapore
SRR7756291	1.3453	103.6797	Singapore
SRR7756292	1.3453	103.6797	Singapore
SRR7756293	1.3453	103.6797	Singapore
SRR7756294	1.3453	103.6797	Singapore
SRR7756295	1.3453	103.6797	Singapore
SRR7756296	1.3453	103.6797	Singapore
SRR7756297	1.3453	103.6797	Singapore
SRR7756298	1.3453	103.6797	Singapore
SRR7756299	1.3453	103.6797	Singapore
SRR7756300	1.3453	103.6797	Singapore
SRR7756301	1.3453	103.6797	Singapore
SRR7756302	1.3453	103.6797	Singapore
SRR7756303	1.3453	103.6797	Singapore
SRR7756304	1.3453	103.6797	Singapore
SRR7756305	1.3453	103.6797	Singapore
SRR7756306	1.3453	103.6797	Singapore
SRR7756307	1.3453	103.6797	Singapore
SRR7756308	1.3453	103.6797	Singapore
SRR7756309	1.3453	103.6797	Singapore
SRR7756310	1.3453	103.6797	Singapore
SRR7756311	1.3453	103.6797	Singapore
SRR7756312	1.3453	103.6797	Singapore
SRR7756313	1.3453	103.6797	Singapore
SRR7756314	1.3453	103.6797	Singapore
SRR7756315	1.3453	103.6797	Singapore
SRR7756316	1.3453	103.6797	Singapore
SRR7756317	1.3453	103.6797	Singapore
SRR7756318	1.3453	103.6797	Singapore
SRR7756319	1.3453	103.6797	Singapore
SRR7756320	1.3453	103.6797	Singapore
SRR7756321	1.3453	103.6797	Singapore
SRR7756322	1.3453	103.6797	Singapore
SRR7756323	1.3453	103.6797	Singapore
SRR7756324	1.3453	103.6797	Singapore
SRR7756325	1.3453	103.6797	Singapore
SRR7756326	1.3453	103.6797	Singapore
SRR7756327	1.3453	103.6797	Singapore
SRR7756328	1.3453	103.6797	Singapore
SRR7756329	1.3453	103.6797	Singapore
SRR7756330	1.3453	103.6797	Singapore
SRR7756331	1.3453	103.6797	Singapore
SRR7756332	1.3453	103.6797	Singapore
SRR7756333	1.3453	103.6797	Singapore
SRR7756334	1.3453	103.6797	Singapore
SRR7756335	1.3453	103.6797	Singapore
SRR7756336	1.3453	103.6797	Singapore
SRR7756337	1.3453	103.6797	Singapore
SRR7756338	1.3453	103.6797	Singapore
SRR7756339	1.3453	103.6797	Singapore
SRR7756340	1.3453	103.6797	Singapore
SRR7756341	1.3453	103.6797	Singapore
SRR7756342	1.3453	103.6797	Singapore
SRR7756343	1.3453	103.6797	Singapore
SRR7756344	1.3453	103.6797	Singapore
SRR7756345	1.3453	103.6797	Singapore
SRR7756346	1.3453	103.6797	Singapore
SRR7756347	1.3453	103.6797	Singapore
SRR7756348	1.3453	103.6797	Singapore
SRR7756349	1.3453	103.6797	Singapore
SRR7756350	1.3453	103.6797	Singapore
SRR7756351	1.3453	103.6797	Singapore
SRR7756352	1.3453	103.6797	Singapore
SRR7756353	1.3453	103.6797	Singapore
SRR7756354	1.3453	103.6797	Singapore
SRR7756355	1.3453	103.6797	Singapore
SRR7756356	1.3453	103.6797	Singapore
SRR7756357	1.3453	103.6797	Singapore
SRR7756358	1.3453	103.6797	Singapore
SRR7756359	1.3453	103.6797	Singapore
SRR7756360	1.3453	103.6797	Singapore
SRR7756361	1.3453	103.6797	Singapore
SRR7756362	1.3453	103.6797	Singapore
SRR7756363	1.3453	103.6797	Singapore
SRR7756364	1.3453	103.6797	Singapore
SRR7756365	1.3453	103.6797	Singapore
SRR7756366	1.3453	103.6797	Singapore
SRR7756367	1.3453	103.6797	Singapore
SRR7756368	1.3453	103.6797	Singapore
SRR7756369	1.3453	103.6797	Singapore
SRR7756370	1.3453	103.6797	Singapore
SRR7756371	1.3453	103.6797	Singapore
SRR7756372	1.3453	103.6797	Singapore
SRR7756373	1.3453	103.6797	Singapore
SRR7756374	1.3453	103.6797	Singapore
SRR7756375	1.3453	103.6797	Singapore
SRR7756376	1.3453	103.6797	Singapore
SRR7756377	1.3453	103.6797	Singapore
SRR7756378	1.3453	103.6797	Singapore
SRR7756379	1.3453	103.6797	Singapore
SRR7756380	1.3453	103.6797	Singapore
SRR7756381	1.3453	103.6797	Singapore
SRR7756382	1.3453	103.6797	Singapore
SRR7756383	1.3453	103.6797	Singapore
SRR7756384	1.3453	103.6797	Singapore
SRR7756385	1.3453	103.6797	Singapore
SRR7756386	1.3453	103.6797	Singapore
SRR7756387	1.3453	103.6797	Singapore
SRR7756388	1.3453	103.6797	Singapore
SRR7756389	1.3453	103.6797	Singapore
SRR7756390	1.3453	103.6797	Singapore
SRR7756391	1.3453	103.6797	Singapore
SRR7756392	1.3453	103.6797	Singapore
SRR7756393	1.3453	103.6797	Singapore
SRR7756394	1.3453	103.6797	Singapore
SRR7756395	1.3453	103.6797	Singapore
SRR7756396	1.3453	103.6797	Singapore
SRR7756397	1.3453	103.6797	Singapore
SRR7756398	1.3453	103.6797	Singapore
SRR7756399	1.3453	103.6797	Singapore
SRR7756400	1.3453	103.6797	Singapore
SRR7756401	1.3453	103.6797	Singapore
SRR7756402	1.3453	103.6797	Singapore
SRR7756403	1.3453	103.6797	Singapore
SRR7756404	1.3453	103.6797	Singapore
SRR7756405	1.3453	103.6797	Singapore
SRR7756406	1.3453	103.6797	Singapore
SRR7756407	1.3453	103.6797	Singapore
SRR7756408	1.3453	103.6797	Singapore
SRR7756409	1.3453	103.6797	Singapore
SRR7756410	1.3453	103.6797	Singapore
SRR7756411	1.3453	103.6797	Singapore
SRR7756412	1.3453	103.6797	Singapore
SRR7756413	1.3453	103.6797	Singapore
SRR7756414	1.3453	103.6797	Singapore
SRR7756415	1.3453	103.6797	Singapore
SRR7756416	1.3453	103.6797	Singapore
SRR7756417	1.3453	103.6797	Singapore
SRR7756418	1.3453	103.6797	Singapore
SRR7756419	1.3453	103.6797	Singapore
SRR7756420	1.3453	103.6797	Singapore
SRR7756421	1.3453	103.6797	Singapore
SRR7756422	1.3453	103.6797	Singapore
SRR7756423	1.3453	103.6797	Singapore
SRR7756424	1.3453	103.6797	Singapore
SRR7756425	1.3453	103.6797	Singapore
SRR7756426	1.3453	103.6797	Singapore
SRR7756427	1.3453	103.6797	Singapore
SRR7756428	1.3453	103.6797	Singapore
SRR7756429	1.3453	103.6797	Singapore
SRR7756430	1.3453	103.6797	Singapore
SRR7756431	1.3453	103.6797	Singapore
SRR7756432	1.3453	103.6797	Singapore
SRR7756433	1.3453	103.6797	Singapore
SRR7756434	1.3453	103.6797	Singapore
SRR7756435	1.3453	103.6797	Singapore
SRR7756436	1.3453	103.6797	Singapore
SRR7756437	1.3453	103.6797	Singapore
